# Field minima and maxima
# Time            	field             	min               	location(min)     	max               	location(max)     
1.53              	k                 	3.1761730498e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.53              	p                 	-9.0629936641e-15	(-5.5800000000e-01 -5.5000000000e-01 -5.5000000000e-01)	5.5629287741e-16	(1.1420000000e+00 -2.0000000000e-01 8.5000000000e-01)
1.53              	omega             	5.1815996021e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.54              	nut               	6.1138649763e-04	(8.9200000000e-01 4.0000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.54              	U                 	(1.0000000000e+00 -2.5152798598e-15 -1.2800913644e-15)	(6.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 2.6186265210e-16 5.2920070548e-16)	(1.0420000000e+00 -8.5000000000e-01 6.0000000000e-01)
1.54              	k                 	3.1623896535e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.54              	p                 	-9.6455751380e-15	(-5.5800000000e-01 8.5000000000e-01 6.5000000000e-01)	1.3018238419e-15	(8.9200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.54              	omega             	5.1612831675e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.55              	nut               	6.1116901998e-04	(8.9200000000e-01 4.0000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.55              	U                 	(1.0000000000e+00 -1.3835200779e-15 -1.1800778978e-15)	(6.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.7478319033e-16 4.8112590520e-16)	(-5.8000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.55              	k                 	3.1488573495e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.55              	p                 	-6.6235993962e-16	(1.1420000000e+00 8.5000000000e-01 -6.0000000000e-01)	1.1521834394e-14	(-5.5800000000e-01 6.5000000000e-01 8.5000000000e-01)
1.55              	omega             	5.1413775460e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.56              	nut               	6.1096093761e-04	(8.9200000000e-01 -7.0000000000e-01 -6.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.56              	U                 	(1.0000000000e+00 -1.3396608016e-15 -1.1587329367e-15)	(7.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.2140727630e-16 4.7906832545e-16)	(-5.8000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.56              	k                 	3.1355847322e-03	(1.1420000000e+00 -3.0000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.56              	p                 	-1.5912258586e-14	(-5.5800000000e-01 -7.0000000000e-01 -6.0000000000e-01)	2.8574196920e-16	(1.1420000000e+00 -1.5000000000e-01 4.5000000000e-01)
1.56              	omega             	5.1218968459e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.57              	nut               	6.1073015312e-04	(9.4200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.57              	U                 	(1.0000000000e+00 -1.3736748297e-15 -1.1480664111e-15)	(7.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 3.6000859603e-16 6.7939880716e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.57              	k                 	3.1225805238e-03	(1.1420000000e+00 -8.5000000000e-01 4.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.57              	p                 	-2.1077037056e-15	(-5.5800000000e-01 7.0000000000e-01 7.0000000000e-01)	4.3571063851e-15	(-5.5800000000e-01 -6.0000000000e-01 -8.5000000000e-01)
1.57              	omega             	5.1028551449e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.58              	nut               	6.1049673373e-04	(9.4200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.58              	U                 	(1.0000000000e+00 -2.3554278333e-15 -1.6704745686e-15)	(7.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 3.9139123652e-16 6.3141084822e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.58              	k                 	3.1098534968e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.58              	p                 	-7.4699052582e-16	(1.1420000000e+00 8.5000000000e-01 8.5000000000e-01)	7.1708885662e-15	(-5.5800000000e-01 8.5000000000e-01 8.5000000000e-01)
1.58              	omega             	5.0842663513e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.59              	nut               	6.1027173729e-04	(9.4200000000e-01 -2.0000000000e-01 2.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.59              	U                 	(1.0000000000e+00 -2.4848208391e-15 -1.7002838365e-15)	(7.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.2003363867e-16 6.0662866059e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.59              	k                 	3.0974123911e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.59              	p                 	-5.2202046711e-15	(-5.5800000000e-01 5.0000000000e-02 5.0000000000e-02)	1.0763418340e-15	(9.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.59              	omega             	5.0661440625e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.6               	nut               	6.1005552885e-04	(9.4200000000e-01 -2.0000000000e-01 2.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.6               	U                 	(1.0000000000e+00 -2.5191526558e-15 -1.6964951567e-15)	(7.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 4.6487352555e-16 5.7301904077e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.6               	k                 	3.0852658288e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.6               	p                 	-1.5066784333e-15	(8.4200000000e-01 -8.5000000000e-01 8.5000000000e-01)	5.6106144822e-15	(-3.0800000000e-01 -4.0000000000e-01 -2.5000000000e-01)
1.6               	omega             	5.0485014211e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.61              	nut               	6.0984842007e-04	(9.4200000000e-01 4.0000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.61              	U                 	(1.0000000000e+00 -1.3742599577e-15 -1.1843724251e-15)	(7.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.1017078625e-15 9.9049232203e-16)	(-1.0800000000e-01 7.5000000000e-01 8.5000000000e-01)
1.61              	k                 	3.0734222262e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.61              	p                 	-8.6959847489e-16	(-3.0800000000e-01 -8.5000000000e-01 -8.0000000000e-01)	7.7081673105e-15	(-5.5800000000e-01 8.5000000000e-01 3.0000000000e-01)
1.61              	omega             	5.0313509717e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.62              	nut               	6.0963650972e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.62              	U                 	(1.0000000000e+00 -2.5834161480e-15 -1.6350167346e-15)	(7.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 1.7412608979e-16 4.3855276737e-16)	(-2.5800000000e-01 -2.5000000000e-01 8.5000000000e-01)
1.62              	k                 	3.0618897057e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.62              	p                 	-1.5610610232e-14	(-5.5800000000e-01 -3.5000000000e-01 4.5000000000e-01)	3.5890430602e-16	(1.1420000000e+00 -2.5000000000e-01 6.0000000000e-01)
1.62              	omega             	5.0147045198e+00	(1.1420000000e+00 3.5000000000e-01 0.0000000000e+00)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.63              	nut               	6.0940488343e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.63              	U                 	(1.0000000000e+00 -1.1938159824e-15 -1.0681919860e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 3.6513918646e-16 5.8120775030e-16)	(-8.0000000000e-03 4.0000000000e-01 7.5000000000e-01)
1.63              	k                 	3.0506760074e-03	(1.1420000000e+00 -8.5000000000e-01 -8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.63              	p                 	-1.8738169144e-15	(-5.5800000000e-01 8.5000000000e-01 6.5000000000e-01)	7.5984509364e-15	(-5.5800000000e-01 -8.5000000000e-01 -6.0000000000e-01)
1.63              	omega             	4.9985729952e+00	(1.1420000000e+00 3.5000000000e-01 0.0000000000e+00)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.64              	nut               	6.0918139900e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.64              	U                 	(1.0000000000e+00 -1.1477602261e-15 -1.0923381676e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.9910386077e-16 4.6138373328e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.64              	k                 	3.0397884027e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.64              	p                 	-8.0323418743e-16	(1.0920000000e+00 -3.0000000000e-01 -8.5000000000e-01)	1.1392276658e-14	(-5.5800000000e-01 6.0000000000e-01 8.5000000000e-01)
1.64              	omega             	4.9829663216e+00	(1.1420000000e+00 3.5000000000e-01 0.0000000000e+00)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.65              	nut               	6.0896641838e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.65              	U                 	(1.0000000000e+00 -1.0762170368e-15 -5.4314320506e-16)	(1.4200000000e-01 -7.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 6.3647964583e-16 4.5150170707e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.65              	k                 	3.0292336116e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.65              	p                 	-1.3598451314e-14	(-5.5800000000e-01 -8.0000000000e-01 2.0000000000e-01)	4.4024942843e-16	(1.1420000000e+00 4.5000000000e-01 6.5000000000e-01)
1.65              	omega             	4.9678932950e+00	(1.1420000000e+00 3.5000000000e-01 0.0000000000e+00)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.66              	nut               	6.0876025292e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.66              	U                 	(1.0000000000e+00 -1.2347503653e-15 -1.1098630918e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.0984632121e-16 4.6523301248e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.66              	k                 	3.0190177225e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.66              	p                 	-4.9408626058e-15	(-5.5800000000e-01 8.5000000000e-01 7.5000000000e-01)	4.3322985027e-15	(9.2000000000e-02 -6.5000000000e-01 -1.0000000000e-01)
1.66              	omega             	4.9533614713e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.67              	nut               	6.0856316095e-04	(9.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.67              	U                 	(1.0000000000e+00 -1.2509847015e-15 -1.0809103040e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 6.1598053036e-16 4.6709113046e-16)	(-3.5800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.67              	k                 	3.0091461186e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.67              	p                 	-6.5517078159e-16	(1.0920000000e+00 -8.5000000000e-01 8.5000000000e-01)	9.1735204815e-15	(-2.0800000000e-01 4.5000000000e-01 -5.0000000000e-02)
1.67              	omega             	4.9393770666e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.68              	nut               	6.0834279077e-04	(1.0420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.68              	U                 	(1.0000000000e+00 -1.2786061793e-15 -1.0680037432e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.2541467656e-16 4.7559001562e-16)	(-3.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.68              	k                 	2.9996234106e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.68              	p                 	-1.3780283868e-14	(-5.5800000000e-01 -4.5000000000e-01 3.5000000000e-01)	5.1372065427e-16	(1.0920000000e+00 0.0000000000e+00 -7.5000000000e-01)
1.68              	omega             	4.9259448697e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.69              	nut               	6.0812123944e-04	(1.0420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.69              	U                 	(1.0000000000e+00 -1.2676534063e-15 -1.1455569094e-15)	(7.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.3885136913e-16 4.7779141228e-16)	(-3.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.69              	k                 	2.9904533755e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.69              	p                 	-5.1263551464e-15	(-4.5800000000e-01 7.5000000000e-01 8.5000000000e-01)	2.5050247305e-15	(6.4200000000e-01 -8.5000000000e-01 -1.5000000000e-01)
1.69              	omega             	4.9130681699e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.7               	nut               	6.0790791996e-04	(1.0420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.7               	U                 	(1.0000000000e+00 -1.1310973865e-15 -1.5874135448e-15)	(7.4200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 1.0160477840e-15 8.0641322924e-16)	(-1.0800000000e-01 7.5000000000e-01 8.5000000000e-01)
1.7               	k                 	2.9816389050e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.7               	p                 	-7.5420512262e-16	(1.0920000000e+00 8.5000000000e-01 -6.5000000000e-01)	6.7638419205e-15	(9.2000000000e-02 2.0000000000e-01 2.0000000000e-01)
1.7               	omega             	4.9007486991e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.71              	nut               	6.0770314002e-04	(1.0420000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.71              	U                 	(1.0000000000e+00 -1.0857173632e-15 -1.5390784423e-15)	(7.4200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 1.0275953770e-15 8.0025446890e-16)	(-1.0800000000e-01 7.5000000000e-01 8.5000000000e-01)
1.71              	k                 	2.9731819615e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.71              	p                 	-1.1822133895e-14	(-5.5800000000e-01 -3.5000000000e-01 -5.5000000000e-01)	4.3467402395e-16	(1.1420000000e+00 5.0000000000e-02 8.5000000000e-01)
1.71              	omega             	4.8889865912e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.72              	nut               	6.0748814086e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.72              	U                 	(1.0000000000e+00 -1.4314864742e-15 -1.1853199181e-15)	(7.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.3953031770e-16 6.6983726071e-16)	(6.4200000000e-01 8.5000000000e-01 1.0000000000e-01)
1.72              	k                 	2.9650835446e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.72              	p                 	-7.6421827587e-15	(-4.5800000000e-01 6.5000000000e-01 8.5000000000e-01)	1.6848042318e-15	(7.4200000000e-01 -6.5000000000e-01 -5.0000000000e-02)
1.72              	omega             	4.8777803573e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.73              	nut               	6.0725970946e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.73              	U                 	(1.0000000000e+00 -1.0602151371e-15 -1.4313661873e-15)	(7.4200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 2.9031083669e-16 5.8691663610e-16)	(4.2000000000e-02 8.5000000000e-01 4.5000000000e-01)
1.73              	k                 	2.9573436662e-03	(1.1420000000e+00 -8.5000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.73              	p                 	-5.2780672784e-16	(1.1420000000e+00 6.5000000000e-01 -4.5000000000e-01)	1.2686169243e-14	(-5.5800000000e-01 7.0000000000e-01 2.5000000000e-01)
1.73              	omega             	4.8671268774e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.74              	nut               	6.0703907395e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.74              	U                 	(1.0000000000e+00 -1.4305493614e-15 -1.1618195040e-15)	(8.4200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.5346010262e-16 5.5686662182e-16)	(-8.0000000000e-03 3.0000000000e-01 7.5000000000e-01)
1.74              	k                 	2.9499613366e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.74              	p                 	-8.2144682594e-15	(-4.0800000000e-01 2.5000000000e-01 2.0000000000e-01)	9.8369396090e-16	(1.0920000000e+00 -1.0000000000e-01 8.5000000000e-01)
1.74              	omega             	4.8570214104e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.75              	nut               	6.0682659980e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.75              	U                 	(1.0000000000e+00 -1.2686537581e-15 -1.0709340471e-15)	(8.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.8848403016e-16 6.1028208643e-16)	(6.4200000000e-01 8.5000000000e-01 1.0000000000e-01)
1.75              	k                 	2.9429345601e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.75              	p                 	-3.8750015684e-15	(-4.5800000000e-01 7.5000000000e-01 8.5000000000e-01)	1.4577717818e-15	(5.9200000000e-01 -1.5000000000e-01 -8.5000000000e-01)
1.75              	omega             	4.8474576186e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.76              	nut               	6.0662260549e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.76              	U                 	(1.0000000000e+00 -1.1737043300e-15 -1.8117501848e-15)	(8.9200000000e-01 -8.5000000000e-01 -7.0000000000e-01)	(1.0000000000e+00 4.9555108926e-16 5.8309377968e-16)	(6.4200000000e-01 8.5000000000e-01 1.0000000000e-01)
1.76              	k                 	2.9362603416e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.76              	p                 	-1.9392571369e-15	(-5.0800000000e-01 -8.5000000000e-01 -6.5000000000e-01)	3.9022310090e-15	(-2.0800000000e-01 5.0000000000e-01 8.5000000000e-01)
1.76              	omega             	4.8384276096e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.77              	nut               	6.0642735993e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.77              	U                 	(1.0000000000e+00 -8.9273141935e-16 -1.3305827654e-15)	(2.4200000000e-01 -8.5000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 2.0774856776e-16 6.1375766597e-16)	(-8.0000000000e-03 3.0000000000e-01 7.5000000000e-01)
1.77              	k                 	2.9299347015e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.77              	p                 	-1.1293854005e-14	(-5.5800000000e-01 8.5000000000e-01 5.5000000000e-01)	3.4354540010e-16	(1.1420000000e+00 -6.5000000000e-01 -6.5000000000e-01)
1.77              	omega             	4.8299219929e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.78              	nut               	6.0624108063e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.78              	U                 	(1.0000000000e+00 -7.8170226793e-16 -1.1734364735e-15)	(1.4200000000e-01 -8.5000000000e-01 -7.5000000000e-01)	(1.0000000000e+00 8.2345312925e-16 7.6403753411e-16)	(4.2000000000e-02 8.5000000000e-01 6.5000000000e-01)
1.78              	k                 	2.9239527018e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.78              	p                 	-2.4872077410e-15	(-4.5800000000e-01 8.5000000000e-01 8.5000000000e-01)	4.7449991511e-15	(2.9200000000e-01 -6.5000000000e-01 -2.5000000000e-01)
1.78              	omega             	4.8219299502e+00	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.79              	nut               	6.0606393251e-04	(1.0920000000e+00 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.79              	U                 	(1.0000000000e+00 -1.3702850807e-15 -1.0955354874e-15)	(8.9200000000e-01 -7.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 8.5478375925e-16 8.0263275020e-16)	(-5.8000000000e-02 8.5000000000e-01 7.5000000000e-01)
1.79              	k                 	2.9183084802e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.79              	p                 	-5.7541017749e-16	(1.1420000000e+00 8.5000000000e-01 -5.0000000000e-01)	1.1066766871e-14	(-1.0800000000e-01 -3.5000000000e-01 3.5000000000e-01)
